Age,Family_Income,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Stress_Index,GPA,Semester,Dropout,is_female,has_internet_access,has_part_time_job,has_scholarship,Department_Business,Department_CS,Department_Engineering,Department_Science,Parental_Education_High School,Parental_Education_Master,Parental_Education_PhD,Parental_Education_Unknown,study_efficiency,risk_score
20.4,25000.0,3.57,77.6,1,45.1,6.4,2.34,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0.5749385749385748,-0.35999999999999943
27.0,53689.0,4.39,67.3,2,50.5,4.1,3.47,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0.7096114519427403,-0.6299999999999999
22.4,25000.0,3.46,67.0,6,27.1,7.7,0.02,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.005050505050505051,6.999999999999999
19.1,47627.0,2.51,89.3,5,20.4,4.6,2.01,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0.6677740863787375,0.6699999999999999
18.6,25000.0,4.15,73.8,1,37.9,2.3,2.55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5483870967741935,-4.08
22.1,55207.0,4.39,69.8,2,41.2,5.4,3.18,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6503067484662577,0.4200000000000008
20.5,36066.0,3.52,69.6,3,31.6,4.0,1.87,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0.46517412935323393,0.040000000000000924
22.6,25000.0,3.97,78.2,0,27.9,7.0,2.61,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0.5838926174496644,-0.8200000000000003
22.0,45018.0,0.71,94.1,1,24.0,6.1,1.06,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0.8760330578512397,-2.3100000000000005
20.8,25000.0,4.96,80.8,1,29.5,4.4,3.54,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0.6483516483516484,-2.6799999999999997
19.1,46618.0,4.37,70.6,2,38.3,3.7,4.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.8213552361396304,-1.3599999999999994
17.7,25224.0,5.84,93.9,1,22.0,3.5,3.77,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0.5946372239747634,-4.890000000000001
20.0,25000.0,3.72,84.6,1,20.4,4.4,2.45,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.5805687203791469,-3.0599999999999987
22.9,25000.0,4.95,79.2,1,37.2,8.0,1.96,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0.35963302752293574,1.08
21.5,25000.0,5.53,85.9,3,19.8,5.2,2.93,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.4859038142620232,-0.39000000000000057
18.3,67570.0,4.03,82.1,0,31.8,7.2,2.08,3,0,1,1,1,1,0,1,0,0,0,1,0,0,0.45916114790286977,-1.009999999999999
21.4,51056.0,4.45,76.3,1,31.2,2.8,2.71,2,0,1,1,1,0,0,0,0,1,1,0,0,0,0.5474747474747474,-3.83
21.8,78772.0,4.19,77.6,2,30.0,2.0,3.06,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.652452025586354,-3.76
19.1,80192.0,1.92,72.1,4,22.3,3.8,3.19,3,0,1,1,1,1,0,0,0,0,0,0,0,0,1.3181818181818181,0.5900000000000007
21.3,25000.0,4.5,78.2,3,50.8,6.7,0.51,3,1,1,1,1,1,1,0,0,0,1,0,0,0,0.10200000000000001,1.879999999999999
21.1,26553.0,2.78,89.4,0,34.8,5.0,2.63,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0.801829268292683,-3.9400000000000013
18.5,25000.0,2.88,89.2,0,23.8,7.1,1.1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.3254437869822486,-1.8200000000000003
21.8,25000.0,4.68,80.6,2,34.0,7.8,1.81,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0.34942084942084944,1.740000000000002
22.2,25000.0,5.68,80.7,3,52.0,3.8,2.0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0.3236245954692557,-1.2700000000000005
23.4,29471.0,5.02,73.7,1,31.1,7.0,2.12,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0.3840579710144928,0.6299999999999999
23.3,25000.0,4.76,85.2,1,48.4,8.0,3.14,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0.596958174904943,0.4800000000000004
18.0,29129.0,4.44,70.9,4,16.2,7.4,2.38,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.48178137651821856,4.31
18.9,105817.0,5.13,88.7,5,19.8,2.6,2.2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0.3907637655417407,-1.2700000000000014
22.1,25000.0,6.19,85.3,2,5.0,2.2,4.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0.5979073243647234,-4.329999999999999
22.1,33418.0,3.25,79.9,2,53.7,4.7,1.84,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0.4906666666666667,-1.29
22.1,51225.0,3.29,85.5,0,9.6,4.8,1.59,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0.4195250659630607,-3.750000000000001
29.5,35178.0,4.95,79.3,2,32.1,7.0,2.72,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0.4990825688073395,1.0700000000000003
22.3,35436.0,1.78,83.5,1,50.9,3.8,2.86,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1.2543859649122806,-3.55
23.5,25000.0,3.87,83.7,1,41.7,6.2,1.51,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0.34553775743707094,-1.1700000000000008
23.1,25871.0,4.34,91.3,2,34.5,3.6,3.78,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0.78099173553719,-3.5299999999999994
22.4,25000.0,3.29,85.9,2,45.4,6.1,1.57,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.41424802110817943,-0.4900000000000002
20.3,49396.0,1.51,90.4,1,22.0,4.7,1.74,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0.8656716417910448,-3.3400000000000007
22.7,25000.0,5.8,85.1,5,36.2,6.1,4.0,3,0,0,1,0,1,0,0,0,1,0,1,0,0,0.6349206349206349,2.59
19.3,53245.0,3.22,81.5,0,28.6,4.8,2.1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0.564516129032258,-3.3500000000000005
20.5,25000.0,3.28,86.1,1,28.4,1.5,3.29,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0.8703703703703705,-6.109999999999999
19.9,52974.0,5.73,84.8,2,32.3,6.4,1.88,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.3017656500802568,-0.08000000000000007
21.2,25000.0,0.5,79.1,0,44.1,7.6,1.87,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1.87,-0.3099999999999996
26.1,25000.0,5.96,70.7,3,48.8,4.0,2.38,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.3684210526315789,-0.07000000000000028
17.0,42091.0,6.89,77.8,3,26.8,7.0,3.04,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0.41136671177266576,2.2200000000000006
22.5,51910.0,2.84,77.8,0,16.9,4.4,2.3,3,0,1,1,1,0,0,1,0,0,0,0,0,0,0.688622754491018,-3.379999999999999
17.5,25000.0,3.36,86.4,1,20.2,3.1,2.88,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0.7461139896373057,-4.540000000000001
20.0,45815.0,4.63,81.5,2,53.4,4.4,3.35,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.6530214424951267,-1.75
23.4,25000.0,4.33,75.5,2,47.8,5.2,2.13,2,1,1,1,0,1,0,1,0,0,0,1,0,0,0.4409937888198757,-0.34999999999999964
21.1,25000.0,5.28,80.7,1,16.9,3.1,4.0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0.6920415224913494,-3.9700000000000006
18.6,64566.0,4.65,79.4,1,49.9,7.9,3.76,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0.7300970873786407,0.96
19.4,25999.0,5.08,74.6,0,21.5,2.7,4.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0.7168458781362007,-4.759999999999999
22.5,25000.0,8.47,93.7,1,38.0,4.5,3.63,3,0,1,1,1,1,0,1,0,0,0,1,0,0,0.4046822742474916,-3.870000000000001
19.4,25000.0,1.93,80.5,2,21.5,3.8,2.63,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1.0823045267489713,-2.250000000000001
21.5,25000.0,5.75,75.7,3,56.0,7.9,2.5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0.4,3.33
21.1,26915.0,5.92,68.7,0,23.2,2.8,2.88,3,0,1,1,0,0,0,0,1,0,0,1,0,0,0.4485981308411215,-4.07
19.6,25000.0,2.57,82.7,0,17.4,7.0,0.86,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0.28013029315960913,-1.2699999999999996
25.7,33102.0,2.96,86.1,4,24.5,5.9,2.4,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0.6936416184971098,1.290000000000001
22.4,28519.0,4.65,76.8,2,61.5,3.3,4.0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.7766990291262136,-2.38
17.0,67228.0,2.38,83.1,0,33.1,4.9,1.84,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0.638888888888889,-3.4099999999999984
21.4,38358.0,3.2,73.3,2,17.7,5.2,1.77,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0.4783783783783784,-0.1299999999999999
19.5,39128.0,4.31,80.2,0,20.5,6.6,2.82,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0.5862785862785863,-1.42
22.9,59820.0,3.11,90.7,1,9.0,4.3,3.78,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1.0470914127423823,-3.7700000000000005
19.3,25000.0,3.7,80.1,4,36.5,6.6,1.5,2,1,1,1,1,0,0,0,0,1,0,0,1,0,0.35714285714285715,2.59
20.7,25000.0,2.87,76.8,1,15.0,5.6,0.85,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0.2522255192878338,-1.08
22.1,61340.0,2.77,92.7,1,43.3,6.3,0.0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0.0,-1.9699999999999998
22.9,32257.0,4.61,83.6,0,39.5,3.9,3.18,2,0,1,1,1,1,0,0,1,0,0,1,0,0,0.6223091976516634,-4.459999999999999
18.4,32325.0,3.87,78.0,0,28.8,5.1,1.96,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0.448512585812357,-2.7
20.3,25000.0,4.16,75.1,1,44.8,5.7,0.0,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,-0.8099999999999996
20.0,25000.0,4.92,72.8,1,41.1,5.6,1.41,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0.26014760147601473,-0.6799999999999997
19.6,49416.0,4.24,85.4,4,31.9,5.4,2.17,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0.45780590717299574,0.8599999999999994
24.9,53680.0,3.56,88.1,3,20.8,9.3,1.51,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.3719211822660098,3.490000000000002
21.9,47586.0,2.86,82.0,0,35.0,6.5,3.45,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1.0267857142857144,-1.6999999999999993
18.2,47848.0,4.58,80.4,2,34.9,6.8,2.7,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0.531496062992126,0.7599999999999998
23.0,29740.5,4.0,71.7,1,35.9,5.5,3.04,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0.6755555555555556,-0.6699999999999999
25.7,32174.0,5.14,70.7,1,30.9,6.5,2.1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0.37234042553191493,0.4299999999999997
23.3,26763.0,2.04,82.6,1,33.9,5.9,0.0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0.0,-1.3599999999999994
17.7,61463.0,1.37,82.1,3,33.6,8.8,0.0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,3.5900000000000016
19.9,25000.0,3.04,85.3,2,46.3,5.4,1.93,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0.5451977401129944,-1.129999999999999
23.8,37123.0,2.0,85.8,3,14.7,7.0,2.62,3,0,0,1,1,0,0,1,0,0,0,1,0,0,1.048,1.42
19.4,25000.0,2.33,78.7,0,18.0,9.3,0.22,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0.07773851590106007,1.4300000000000006
22.0,25000.0,0.91,96.8,2,30.9,6.7,1.38,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0.978723404255319,-0.9800000000000004
22.7,29740.5,4.0,73.3,2,20.9,5.5,1.86,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0.41333333333333333,0.16999999999999993
19.0,25000.0,2.49,78.2,1,32.5,4.2,4.0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1.3377926421404682,-2.62
20.9,47988.0,2.48,88.9,2,16.6,4.6,3.49,2,0,1,1,1,0,0,0,1,0,0,0,0,0,1.1711409395973156,-2.290000000000001
17.0,25000.0,3.14,76.9,3,18.5,6.2,1.94,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0.532967032967033,1.509999999999999
18.7,29740.5,4.0,82.9,1,54.7,5.5,2.26,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.5022222222222221,-1.790000000000001
20.4,32193.0,3.66,77.7,2,27.2,6.6,2.13,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0.5120192307692307,0.8299999999999992
18.3,25000.0,2.18,78.9,1,15.9,4.8,3.48,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1.2985074626865671,-2.0900000000000007
24.6,25000.0,5.28,71.6,3,28.6,5.0,1.82,2,0,1,1,1,0,0,0,1,0,0,1,0,0,0.314878892733564,0.8400000000000007
17.9,34663.0,4.36,88.1,3,42.4,5.2,3.44,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0.7078189300411523,-0.6099999999999994
20.0,38455.0,4.54,88.3,0,44.5,3.1,3.8,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0.753968253968254,-5.73
21.3,26302.0,3.43,88.2,2,12.5,4.7,1.7,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.43256997455470736,-2.12
24.2,44629.0,5.4,78.6,2,20.8,4.6,4.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0.6779661016949152,-1.2599999999999998
17.8,27845.0,4.64,84.7,2,32.7,10.0,0.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0.0,3.5299999999999994
23.6,29977.0,4.25,98.0,0,29.6,7.2,1.02,2,1,0,1,1,0,0,0,1,0,1,0,0,0,0.21473684210526317,-2.6000000000000005
21.0,34579.0,5.3,84.3,3,10.8,3.6,4.0,3,0,1,1,0,0,0,0,0,1,0,1,0,0,0.6896551724137931,-1.83
18.8,51855.0,1.83,72.8,2,12.7,2.7,1.06,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.4549356223175966,-2.579999999999999
22.0,25000.0,4.25,75.2,1,17.2,3.1,0.86,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0.18105263157894735,-3.420000000000001
21.4,25000.0,3.13,74.8,0,8.7,8.0,2.14,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0.5895316804407714,0.5200000000000005
19.7,25000.0,3.06,92.6,3,24.5,3.1,3.03,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0.8511235955056179,-3.16
21.2,25000.0,5.04,85.2,1,44.3,8.4,2.04,2,0,1,1,1,0,1,0,0,0,0,0,0,1,0.36823104693140796,0.8800000000000008
20.2,69964.0,5.78,69.4,1,22.0,5.9,3.82,3,0,0,1,0,1,0,0,1,0,1,0,0,0,0.60828025477707,-0.040000000000000036
21.2,41925.0,5.65,92.4,1,43.0,5.1,3.74,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0.608130081300813,-3.1400000000000006
22.5,25000.0,4.01,86.5,0,30.4,3.4,3.47,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.7694013303769403,-5.25
24.5,25000.0,3.58,83.4,1,27.8,7.8,2.14,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0.5245098039215687,0.46000000000000085
18.3,37185.0,5.61,94.1,0,10.0,6.5,2.88,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0.47135842880523726,-2.91
25.7,25000.0,2.72,80.2,2,44.0,7.1,3.13,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0.9720496894409937,1.08
17.0,25000.0,6.21,92.9,1,31.4,5.0,1.64,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0.2444113263785395,-3.290000000000001
20.7,66634.0,3.5,64.3,1,10.8,6.7,0.96,3,0,0,1,1,1,0,0,0,1,1,0,0,0,0.24,1.2700000000000005
22.3,25000.0,3.94,76.1,0,34.6,8.2,2.53,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0.5698198198198199,0.5899999999999999
21.6,52723.0,3.31,88.3,1,22.9,6.6,2.01,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0.5275590551181102,-1.2300000000000004
19.6,63145.0,4.05,95.4,1,30.7,3.6,2.49,2,0,1,1,0,1,1,0,0,0,1,0,0,0,0.5472527472527473,-4.940000000000001
20.5,29740.5,4.0,72.3,3,32.9,5.5,1.37,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0.30444444444444446,1.2700000000000005
19.9,25000.0,3.52,78.7,2,44.6,6.9,1.2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0.2985074626865672,1.0300000000000002
19.7,25193.0,4.2,83.3,1,16.5,8.5,1.85,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0.39361702127659576,1.17
22.9,25000.0,3.86,74.5,2,36.9,6.6,4.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.9174311926605506,1.1499999999999995
21.8,31972.0,0.76,79.9,3,45.9,7.5,1.64,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1.3015873015873014,2.51
19.5,26281.0,7.22,94.7,3,60.2,6.6,3.15,3,0,0,1,0,1,1,0,0,0,0,1,0,0,0.40803108808290156,0.129999999999999
23.0,36914.0,6.06,73.7,1,42.6,3.1,4.0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0.6097560975609756,-3.2700000000000005
21.7,68745.0,2.49,80.1,4,34.3,7.0,2.02,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0.6755852842809364,2.99
22.8,48557.0,3.19,84.2,4,33.3,5.7,3.19,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0.8644986449864499,1.2799999999999994
22.4,39877.0,3.78,85.7,4,48.6,9.1,2.0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0.4672897196261683,4.529999999999999
19.2,25000.0,4.86,75.1,3,26.6,2.9,2.29,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0.42723880597014924,-1.6099999999999994
19.8,38794.0,4.61,80.6,0,39.6,3.5,1.86,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0.3639921722113503,-4.559999999999999
22.6,83581.0,2.57,79.7,2,56.3,6.8,1.15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3745928338762215,0.8300000000000001
22.3,29740.5,4.0,84.4,0,28.7,5.5,2.2,3,0,1,1,0,0,0,0,1,0,0,0,1,0,0.48888888888888893,-2.9400000000000013
21.0,29740.5,4.0,72.6,4,5.8,5.5,1.59,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0.35333333333333333,2.24
21.3,27021.0,6.35,92.2,0,19.7,5.3,3.58,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5226277372262774,-3.920000000000001
23.8,25000.0,3.21,84.1,0,33.5,5.9,2.42,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0.6522911051212937,-2.51
19.7,48083.0,5.37,90.5,4,20.0,4.6,2.87,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0.4889267461669506,-0.45000000000000107
22.2,82936.0,4.49,77.4,2,25.8,7.3,3.19,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0.6392785571142284,1.5600000000000005
20.6,47341.0,2.89,72.2,7,26.5,4.6,1.5,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.44247787610619466,4.379999999999999
20.5,25000.0,4.76,74.4,2,36.7,6.8,1.39,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0.26425855513307983,1.3600000000000003
23.4,29740.5,4.0,87.6,1,18.6,5.5,4.0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0.8888888888888888,-2.26
22.8,32428.0,5.2,78.5,0,23.0,8.6,0.08,3,1,0,1,0,1,0,0,1,0,1,0,0,0,0.014035087719298246,0.75
22.8,50207.0,2.99,69.0,2,46.9,1.7,3.28,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.9398280802292263,-3.2
23.9,25000.0,3.89,83.4,2,24.2,3.6,1.66,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0.378132118451025,-2.74
21.0,25000.0,5.05,79.4,4,38.7,9.6,1.51,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0.27207207207207207,5.659999999999999
22.5,161652.0,1.62,79.6,4,30.2,5.7,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0,1.7400000000000002
20.3,56794.0,2.5,68.3,2,29.7,4.3,2.23,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0.7433333333333333,-0.5300000000000002
21.7,59283.0,4.05,69.9,2,38.9,3.2,1.67,3,0,1,1,1,0,0,0,1,0,0,0,0,1,0.367032967032967,-1.79
20.7,25000.0,4.23,77.6,0,7.7,4.7,2.97,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0.627906976744186,-3.0599999999999996
21.2,25000.0,3.88,74.6,2,35.3,6.0,2.67,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0.6095890410958904,0.5400000000000009
22.3,29740.5,4.0,62.400000000000006,1,36.6,5.5,3.45,3,0,0,1,1,1,0,0,1,0,0,0,0,0,0.7666666666666667,0.2599999999999998
19.2,25000.0,3.87,88.7,1,40.2,6.1,3.57,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0.8169336384439359,-1.7700000000000014
25.6,77671.0,5.33,73.5,2,25.5,2.3,2.13,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0.3653516295025729,-3.05
18.8,69299.0,4.42,74.8,1,30.0,5.8,2.01,3,0,0,1,0,1,0,0,1,0,1,0,0,0,0.40853658536585363,-0.6799999999999997
18.3,25000.0,2.55,77.8,2,5.0,6.1,3.6,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1.1803278688524592,0.3200000000000003
23.5,86712.0,4.21,74.3,3,22.0,6.1,2.62,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0.5562632696390658,1.67
22.7,29657.0,3.9,80.3,2,32.1,5.6,2.23,3,0,1,1,1,1,0,1,0,0,0,0,0,0,0.5068181818181817,-0.4299999999999997
22.4,140594.0,3.13,90.2,3,47.6,3.3,2.47,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0.6804407713498624,-2.7199999999999998
22.4,32429.0,2.03,79.7,4,52.1,3.8,1.75,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0.691699604743083,-0.17000000000000082
21.0,42012.0,2.47,84.1,1,25.9,7.7,2.49,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.8383838383838385,0.28999999999999915
19.0,68868.0,2.9,63.4,5,40.5,4.1,1.56,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.45882352941176474,2.76
21.2,63996.0,5.38,82.7,4,28.2,4.2,4.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.6802721088435374,-0.07000000000000028
19.5,29740.5,4.0,93.8,2,10.6,5.5,1.65,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.36666666666666664,-1.879999999999999
23.1,27318.0,5.59,82.8,4,37.3,3.3,2.05,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0.3366174055829228,-0.9799999999999995
20.7,40477.0,2.67,83.0,2,52.0,6.6,1.36,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0.4290220820189275,0.29999999999999893
19.2,25000.0,3.08,84.3,2,25.4,3.2,3.09,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0.8631284916201116,-3.2299999999999995
20.3,32574.0,3.27,94.5,3,19.1,7.5,0.49,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0.129973474801061,1.0500000000000007
21.9,25000.0,3.62,92.8,1,30.8,3.1,3.99,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0.9684466019417476,-5.18
19.8,25000.0,4.31,73.8,1,28.5,5.0,2.76,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0.5738045738045738,-1.38
19.2,30646.0,4.81,91.6,2,61.3,6.1,3.83,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0.7212806026365349,-1.0600000000000005
21.5,63409.0,5.63,93.0,2,42.1,6.9,2.22,2,1,0,1,1,1,0,0,0,0,1,0,0,0,0.3621533442088092,-0.40000000000000036
21.5,51817.0,1.14,68.3,3,31.6,5.1,2.48,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1.5121951219512195,1.2699999999999996
19.9,28307.0,6.63,82.2,2,5.0,4.2,4.0,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0.5610098176718092,-2.0200000000000005
20.0,84812.0,2.62,86.2,3,28.3,8.1,0.05,3,0,1,0,1,1,1,0,0,0,1,0,0,0,0.016025641025641028,2.4799999999999986
21.5,25000.0,4.13,59.6,0,52.2,5.8,1.61,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0.347732181425486,-0.16000000000000014
17.8,29740.5,4.0,76.6,2,31.0,5.5,2.49,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0.5533333333333333,-0.15999999999999925
17.9,25000.0,4.83,76.3,0,39.9,2.2,3.49,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0.6547842401500938,-5.43
19.4,25000.0,5.46,76.8,2,34.7,5.8,3.14,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0.5268456375838927,0.1200000000000001
20.5,48532.0,5.32,90.4,0,24.2,5.5,3.37,2,0,1,1,1,0,0,0,1,0,1,0,0,0,0.5790378006872852,-3.540000000000001
21.7,25000.0,4.54,81.5,2,50.3,3.1,2.78,3,0,0,1,1,1,0,0,1,0,1,0,0,0,0.5515873015873015,-3.0500000000000007
24.2,39206.0,4.98,85.4,0,32.3,4.1,3.71,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0.677007299270073,-4.440000000000001
22.9,79839.0,2.39,82.7,2,21.5,5.7,3.05,2,0,1,1,1,1,0,0,1,0,0,0,0,0,1.055363321799308,-0.5699999999999994
20.6,25000.0,3.08,100.0,3,30.3,6.3,2.99,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0.8351955307262571,-0.6999999999999993
21.0,39620.0,2.73,90.0,0,47.1,3.7,2.53,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.78328173374613,-5.3
18.8,41084.0,0.92,81.9,3,12.2,3.7,1.07,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0.7535211267605635,-1.490000000000001
21.0,25000.0,2.78,79.9,1,33.2,5.7,3.14,3,0,1,1,0,1,1,0,0,0,1,0,0,0,0.9573170731707318,-1.29
20.4,67005.0,2.65,76.4,2,30.9,4.0,4.0,3,0,0,1,0,1,0,1,0,0,1,0,0,0,1.2698412698412698,-1.6400000000000006
21.7,25019.0,2.79,74.2,3,11.5,5.1,2.19,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0.6656534954407295,0.6799999999999997
19.2,25000.0,4.87,72.4,1,39.2,8.7,0.78,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0.1452513966480447,2.459999999999999
